DATA SET,DATE,PLAYER FULL NAME,POSITION,OWN TEAM,OPP TEAM,VENUE (R/H),MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS
2016-2017 Playoffs Season,4/20/17,Jonathon Simmons,SG,San Antonio,Memphis,R,16.5,4,5,2,3,0,2,0,2,2,3,1,0,1,0,10
2016-2017 Playoffs Season,4/20/17,Davis Bertans,PF,San Antonio,Memphis,R,12,2,4,2,3,0,0,0,0,0,0,0,0,0,0,6
2016-2017 Playoffs Season,4/20/17,Dejounte Murray,PG,San Antonio,Memphis,R,7.2,1,1,0,0,2,3,0,2,2,1,3,0,1,0,4
2016-2017 Playoffs Season,4/20/17,James Ennis III,SF,Memphis,San Antonio,H,20.3,4,6,1,3,3,4,0,2,2,1,4,1,1,0,12
2016-2017 Playoffs Season,4/20/17,Zach Randolph,PF,Memphis,San Antonio,H,29.5,9,16,1,2,2,2,0,8,8,0,2,0,0,1,21
2016-2017 Playoffs Season,4/20/17,Marc Gasol,C,Memphis,San Antonio,H,35.9,8,14,2,2,3,4,1,5,6,3,4,0,1,1,21
2016-2017 Playoffs Season,4/20/17,Vince Carter,SG,Memphis,San Antonio,H,36.2,2,4,0,1,0,0,0,4,4,2,1,0,0,0,4
2016-2017 Playoffs Season,4/20/17,Mike Conley,PG,Memphis,San Antonio,H,34,7,13,2,5,8,8,0,1,1,8,0,0,2,0,24
2016-2017 Playoffs Season,4/20/17,JaMychal Green,PF,Memphis,San Antonio,H,23.8,4,7,0,2,0,0,2,4,6,0,4,0,0,0,8
2016-2017 Playoffs Season,4/20/17,Andrew Harrison,SG,Memphis,San Antonio,H,25,1,6,1,3,2,2,1,1,2,6,3,1,1,0,5
2016-2017 Playoffs Season,4/20/17,Wayne Selden,G,Memphis,San Antonio,H,28.1,4,9,2,4,0,0,1,1,2,1,4,0,0,1,10
2016-2017 Playoffs Season,4/20/17,Troy Daniels,SG,Memphis,San Antonio,H,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-2017 Playoffs Season,4/20/17,Wade Baldwin IV,PG,Memphis,San Antonio,H,3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
2016-2017 Playoffs Season,4/20/17,Deyonta Davis,C,Memphis,San Antonio,H,2,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0
2016-2017 Playoffs Season,4/20/17,Jarell Martin,PF,Memphis,San Antonio,H,1.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-2017 Playoffs Season,4/21/17,Jae Crowder,SF,Boston,Chicago,R,33.4,6,15,2,7,2,2,1,5,6,3,1,1,1,0,16
2016-2017 Playoffs Season,4/21/17,Gerald Green,SG,Boston,Chicago,R,20.4,3,8,2,3,0,0,0,1,1,0,3,0,0,0,8
2016-2017 Playoffs Season,4/21/17,Al Horford,C,Boston,Chicago,R,32.8,8,14,2,3,0,0,3,5,8,6,0,4,2,1,18
2016-2017 Playoffs Season,4/21/17,Avery Bradley,SG,Boston,Chicago,R,36.3,5,10,4,6,1,2,1,6,7,7,0,2,1,0,15
2016-2017 Playoffs Season,4/21/17,Isaiah Thomas,PG,Boston,Chicago,R,31.5,7,18,2,7,0,0,0,2,2,9,1,1,2,0,16
2016-2017 Playoffs Season,4/21/17,Terry Rozier,PG,Boston,Chicago,R,23.3,4,6,3,5,0,0,0,3,3,0,2,1,0,0,11
2016-2017 Playoffs Season,4/21/17,Marcus Smart,PG,Boston,Chicago,R,29.4,2,5,1,3,2,3,2,4,6,5,1,1,2,1,7
2016-2017 Playoffs Season,4/21/17,Amir Johnson,PF,Boston,Chicago,R,6,1,1,0,0,0,0,0,0,0,1,1,0,0,0,2
2016-2017 Playoffs Season,4/21/17,Jonas Jerebko,PF,Boston,Chicago,R,10.4,3,3,0,0,0,0,0,3,3,0,0,0,1,0,6
2016-2017 Playoffs Season,4/21/17,Kelly Olynyk,C,Boston,Chicago,R,13.9,2,5,1,2,0,0,0,1,1,2,2,1,3,0,5
